plot_id,loc_name,long_in_degrees,lat_in_degrees,start_date,end_date,climate_classification,depth_in_m,temp_degC_percentage_missing_values,no_of_data,net_no_of_data,daily_a_mean,daily_gm_mean,daily_median,daily_ninetieth_perc,weekly_a_mean,weekly_gm_mean,weekly_median,weekly_ninetieth_perc,biweekly_a_mean,biweekly_gm_mean,biweekly_median,biweekly_ninetieth_perc,monthly_a_mean,monthly_gm_mean,monthly_median,monthly_ninetieth_perc,annual_a_mean,annual_gm_mean,annual_median,annual_ninetieth_perc,contributor,database,study,spatial_blocks,duration_in_years
224,Australia,145.3115,-14.9522,5/14/1998 0:00,5/3/2008 13:30,Tropical,0,10.8599666,174844,155856,6.07E-08,4.97E-08,4.71E-08,1.13E-07,1.46E-07,1.22E-07,1.13E-07,2.79E-07,2.04E-07,1.76E-07,1.76E-07,3.68E-07,2.04E-07,1.76E-07,1.76E-07,3.68E-07,2.04E-07,1.76E-07,1.76E-07,3.68E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,9.979623288
226,Australia,142.2799,-10.6893,12/10/2013 14:00,12/3/2017 23:56,Tropical,1.3,36.72989968,209437,132511,1.18E-07,1.07E-07,1.07E-07,1.90E-07,2.01E-07,1.92E-07,1.84E-07,3.08E-07,2.51E-07,2.43E-07,2.42E-07,3.41E-07,2.51E-07,2.43E-07,2.42E-07,3.41E-07,2.51E-07,2.43E-07,2.42E-07,3.41E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_47,3.984695586
227,Australia,147.7199,-18.6534,4/30/2009 14:08,5/10/2017 13:50,Tropical,3,26.73006324,422210,309353,5.64E-08,4.74E-08,4.99E-08,1.02E-07,1.10E-07,1.01E-07,1.05E-07,1.66E-07,1.40E-07,1.32E-07,1.34E-07,2.07E-07,1.40E-07,1.32E-07,1.34E-07,2.07E-07,1.40E-07,1.32E-07,1.34E-07,2.07E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,8.032842466
228,Australia,152.664,-21.9973,9/20/2013 0:04,9/1/2020 0:00,Subtropical,2.5,6.940047555,365473,340109,6.86E-08,5.89E-08,6.03E-08,1.21E-07,1.25E-07,1.15E-07,1.21E-07,1.88E-07,1.61E-07,1.52E-07,1.57E-07,2.28E-07,1.61E-07,1.52E-07,1.57E-07,2.28E-07,1.61E-07,1.52E-07,1.57E-07,2.28E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,6.953417047
229,Australia,152.6686,-21.9979,2/1/2015 0:00,8/26/2020 23:50,Subtropical,10,3.470150018,292898,282734,1.57E-08,1.44E-08,1.41E-08,2.54E-08,3.49E-08,3.25E-08,3.23E-08,5.42E-08,5.08E-08,4.75E-08,4.75E-08,7.41E-08,5.08E-08,4.75E-08,4.75E-08,7.41E-08,5.08E-08,4.75E-08,4.75E-08,7.41E-08,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,5.572583714
230,Australia,147.7217,-18.6521,4/30/2009 14:18,3/20/2021 0:00,Tropical,9,37.88007966,625165,388352,2.08E-08,1.99E-08,1.78E-08,3.75E-08,5.00E-08,4.30E-08,4.48E-08,8.03E-08,7.01E-08,6.26E-08,6.29E-08,1.15E-07,7.01E-08,6.26E-08,6.29E-08,1.15E-07,7.01E-08,6.26E-08,6.29E-08,1.15E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,11.89425799
231,Australia,147.7238,-18.6558,4/24/1999 14:00,5/2/2000 13:30,Tropical,6,1.237458194,17940,17718,1.84E-08,1.61E-08,1.55E-08,3.15E-08,4.33E-08,3.94E-08,3.67E-08,7.05E-08,6.13E-08,5.59E-08,5.74E-08,9.82E-08,6.13E-08,5.59E-08,5.74E-08,9.82E-08,6.13E-08,5.59E-08,5.74E-08,9.82E-08,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,1.024600457
232,Australia,105.668,-10.4295,11/24/2009 17:27,6/19/2017 23:59,Tropical,2.5,73.37004721,398033,105996,4.87E-08,4.46E-08,4.78E-08,7.13E-08,9.02E-08,8.57E-08,8.66E-08,1.38E-07,1.11E-07,1.06E-07,1.04E-07,1.61E-07,1.11E-07,1.06E-07,1.04E-07,1.61E-07,1.11E-07,1.06E-07,1.04E-07,1.61E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_53,7.573348554
233,Australia,105.6672,-10.4287,11/24/2009 17:07,6/19/2017 23:58,Tropical,12,55.12010812,398058,178648,3.37E-08,2.80E-08,2.56E-08,6.49E-08,7.27E-08,6.31E-08,5.69E-08,1.38E-07,9.78E-08,8.58E-08,7.81E-08,1.74E-07,9.78E-08,8.58E-08,7.81E-08,1.74E-07,9.78E-08,8.58E-08,7.81E-08,1.74E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_53,7.573384703
234,Australia,119.384,-17.3552,10/13/2018 16:00,10/19/2019 15:59,Tropical,2.9,17.07004343,534240,443045,6.21E-08,5.41E-08,5.39E-08,1.08E-07,1.15E-07,1.05E-07,9.78E-08,1.96E-07,1.49E-07,1.35E-07,1.23E-07,2.31E-07,1.49E-07,1.35E-07,1.23E-07,2.31E-07,1.49E-07,1.35E-07,1.23E-07,2.31E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_55,1.016436454
235,Australia,119.3834,-17.3562,10/13/2018 16:00,10/19/2019 15:59,Tropical,5.5,14.97005091,534240,454264,5.95E-08,5.29E-08,5.20E-08,1.01E-07,1.16E-07,1.07E-07,1.05E-07,1.93E-07,1.52E-07,1.42E-07,1.38E-07,2.24E-07,1.52E-07,1.42E-07,1.38E-07,2.24E-07,1.52E-07,1.42E-07,1.38E-07,2.24E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_55,1.016436454
236,Australia,119.3704,-17.2838,6/25/2009 16:27,8/11/2020 23:57,Tropical,6,38.12008035,585408,362250,6.51E-08,5.82E-08,6.05E-08,1.06E-07,1.24E-07,1.14E-07,1.14E-07,1.90E-07,1.62E-07,1.51E-07,1.45E-07,2.52E-07,1.62E-07,1.51E-07,1.45E-07,2.52E-07,1.62E-07,1.51E-07,1.45E-07,2.52E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_55,11.13784247
237,Australia,119.3604,-17.253,10/12/2015 16:10,8/12/2020 0:00,Tropical,7,20.96983573,254208,200901,9.81E-08,7.41E-08,8.10E-08,1.96E-07,1.77E-07,1.48E-07,1.60E-07,3.06E-07,2.16E-07,1.86E-07,2.12E-07,3.40E-07,2.16E-07,1.86E-07,2.12E-07,3.40E-07,2.16E-07,1.86E-07,2.12E-07,3.40E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_55,4.836510654
238,Australia,146.8813,-19.1557,9/16/2005 0:00,12/21/2005 0:00,Tropical,1,0.824473856,4609,4571,5.94E-08,5.41E-08,5.34E-08,1.01E-07,1.29E-07,1.25E-07,1.19E-07,1.65E-07,1.69E-07,1.63E-07,1.67E-07,2.25E-07,1.69E-07,1.63E-07,1.67E-07,2.25E-07,1.69E-07,1.63E-07,1.67E-07,2.25E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,0.263013699
240,Australia,159.0654,-31.5391,3/4/2009 0:03,4/8/2013 12:51,Subtropical,4,12.71020491,215504,188113,5.19E-08,4.61E-08,4.63E-08,8.55E-08,1.05E-07,9.74E-08,9.90E-08,1.66E-07,1.29E-07,1.20E-07,1.19E-07,1.93E-07,1.29E-07,1.20E-07,1.19E-07,1.93E-07,1.29E-07,1.20E-07,1.19E-07,1.93E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_12,4.100205479
241,Australia,113.7719,-23.2086,2/9/2018 0:00,2/26/2020 0:00,Subtropical,3,17.88991252,107569,88325,7.36E-08,6.83E-08,7.23E-08,1.02E-07,1.57E-07,1.44E-07,1.41E-07,2.13E-07,1.95E-07,1.80E-07,1.79E-07,2.71E-07,1.95E-07,1.80E-07,1.79E-07,2.71E-07,1.95E-07,1.80E-07,1.79E-07,2.71E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_33,2.046575342
242,Australia,113.7532,-23.1305,12/2/2012 16:30,11/5/2016 0:00,Subtropical,4.9,12.43023256,68800,60248,5.17E-08,4.85E-08,4.97E-08,7.47E-08,1.23E-07,1.16E-07,1.15E-07,1.72E-07,1.61E-07,1.54E-07,1.58E-07,2.27E-07,1.61E-07,1.54E-07,1.58E-07,2.27E-07,1.61E-07,1.54E-07,1.58E-07,2.27E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_33,3.926883562
244,Australia,143.5112,-12.5847,11/23/2017 0:00,12/12/2020 0:00,Tropical,7.6,2.889867402,160561,155921,4.93E-08,4.37E-08,4.35E-08,8.34E-08,8.95E-08,8.24E-08,7.91E-08,1.39E-07,1.16E-07,1.07E-07,1.07E-07,1.88E-07,1.16E-07,1.07E-07,1.07E-07,1.88E-07,1.16E-07,1.07E-07,1.07E-07,1.88E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_57,3.054794521
245,Australia,147.6339,-18.8312,3/3/2010 14:18,6/29/2019 0:00,Tropical,4.4,70.040082,490245,146877,4.20E-08,3.91E-08,4.02E-08,6.21E-08,8.38E-08,7.96E-08,7.96E-08,1.18E-07,1.07E-07,1.02E-07,1.03E-07,1.48E-07,1.07E-07,1.02E-07,1.03E-07,1.48E-07,1.07E-07,1.02E-07,1.03E-07,1.48E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,9.327134703
246,Australia,147.634,-18.8313,12/17/2009 14:18,6/29/2019 0:00,Tropical,8.4,33.95001008,501181,331030,3.06E-08,2.88E-08,2.98E-08,4.42E-08,6.67E-08,6.33E-08,6.51E-08,9.51E-08,8.99E-08,8.52E-08,8.93E-08,1.24E-07,8.99E-08,8.52E-08,8.93E-08,1.24E-07,8.99E-08,8.52E-08,8.93E-08,1.24E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,9.535353881
249,"Australia, CooksPath",145.4523,-14.65832,12/10/2015 12:50,11/1/2019 23:45,Tropical,1.6,13.68607526,81287,70162,1.51E-07,1.31E-07,1.28E-07,2.56E-07,2.56E-07,2.32E-07,2.23E-07,4.23E-07,3.18E-07,2.93E-07,2.80E-07,4.93E-07,3.18E-07,2.93E-07,2.80E-07,4.93E-07,3.18E-07,2.93E-07,2.80E-07,4.93E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.897136606
250,"Australia, CornerBeach",145.4419,-14.67503,12/10/2015 12:59,2/11/2019 15:00,Tropical,3.6,2.791739368,38399,37327,8.19E-08,7.53E-08,7.72E-08,1.26E-07,1.37E-07,1.30E-07,1.26E-07,2.04E-07,1.67E-07,1.57E-07,1.53E-07,2.46E-07,1.67E-07,1.57E-07,1.53E-07,2.46E-07,1.67E-07,1.57E-07,1.53E-07,2.46E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.175572679
251,"Australia, EasterPoint",145.4757,-14.67732,12/8/2016 12:43,11/1/2019 23:45,Tropical,2.6,1.758715967,64422,63289,5.31E-08,4.27E-08,4.15E-08,1.04E-07,1.14E-07,9.85E-08,1.02E-07,1.88E-07,1.51E-07,1.35E-07,1.51E-07,2.40E-07,1.51E-07,1.35E-07,1.51E-07,2.40E-07,1.51E-07,1.35E-07,1.51E-07,2.40E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,2.89988965
252,"Australia, GnarlyTree",145.4679,-14.6552,12/8/2016 12:37,2/21/2019 2:00,Tropical,2.7,3.129779331,36616,35470,8.12E-08,7.07E-08,7.06E-08,1.37E-07,1.53E-07,1.35E-07,1.37E-07,2.43E-07,1.94E-07,1.75E-07,1.82E-07,2.84E-07,1.94E-07,1.75E-07,1.82E-07,2.84E-07,1.94E-07,1.75E-07,1.82E-07,2.84E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,2.204267504
253,"Australia, Horseshoe",145.4439,-14.68752,12/10/2015 12:56,1/27/2019 11:15,Tropical,2.9,51.67968962,55159,26653,1.39E-07,1.19E-07,1.16E-07,2.41E-07,2.26E-07,2.03E-07,1.92E-07,4.14E-07,2.77E-07,2.52E-07,2.23E-07,4.97E-07,2.77E-07,2.52E-07,2.23E-07,4.97E-07,2.77E-07,2.52E-07,2.23E-07,4.97E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.134054414
254,"Australia, Lagoon1",145.4549,-14.68692,12/10/2015 12:55,11/1/2019 23:45,Tropical,2.5,2.728492984,81950,79714,9.03E-08,7.31E-08,7.29E-08,1.76E-07,1.66E-07,1.43E-07,1.40E-07,2.94E-07,2.12E-07,1.89E-07,1.92E-07,3.59E-07,2.12E-07,1.89E-07,1.92E-07,3.59E-07,2.12E-07,1.89E-07,1.92E-07,3.59E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.897127093
255,"Australia, Lagoon2",145.4469,-14.69769,12/8/2016 12:03,11/21/2018 23:41,Tropical,2.7,3.13111546,34237,33165,1.04E-07,9.35E-08,9.77E-08,1.66E-07,1.81E-07,1.74E-07,1.75E-07,2.46E-07,2.20E-07,2.16E-07,2.10E-07,2.72E-07,2.20E-07,2.16E-07,2.10E-07,2.72E-07,2.20E-07,2.16E-07,2.10E-07,2.72E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.954752664
256,"Australia, LizardHead",145.4722,-14.68655,12/8/2016 12:10,11/21/2018 23:34,Tropical,2.8,3.350274565,34236,33089,5.12E-08,3.64E-08,3.28E-08,1.22E-07,1.07E-07,8.65E-08,8.62E-08,2.11E-07,1.40E-07,1.19E-07,1.19E-07,2.40E-07,1.40E-07,1.19E-07,1.19E-07,2.40E-07,1.40E-07,1.19E-07,1.19E-07,2.40E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.954726027
257,"Australia, NoMansLand",145.4783,-14.67114,12/1/2017 12:56,11/1/2019 23:45,Tropical,2.7,0,47247,47247,4.84E-08,3.50E-08,3.05E-08,1.05E-07,1.09E-07,8.63E-08,8.48E-08,2.29E-07,1.44E-07,1.19E-07,1.20E-07,2.79E-07,1.44E-07,1.19E-07,1.20E-07,2.79E-07,1.44E-07,1.19E-07,1.20E-07,2.79E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.919042998
258,"Australia, NorthReef1",145.4549,-14.64538,12/8/2016 12:39,11/1/2019 23:45,Tropical,2,1.785132177,64421,63271,4.17E-08,3.46E-08,3.20E-08,8.17E-08,8.74E-08,7.54E-08,7.04E-08,1.58E-07,1.18E-07,1.03E-07,1.08E-07,2.09E-07,1.18E-07,1.03E-07,1.08E-07,2.09E-07,1.18E-07,1.03E-07,1.08E-07,2.09E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,2.89989726
259,"Australia, NorthReef2",145.4548,-14.64524,12/10/2015 12:19,12/8/2017 8:26,Tropical,2.1,1.284141867,83402,82331,4.78E-08,3.70E-08,3.46E-08,9.93E-08,9.14E-08,7.74E-08,7.48E-08,1.76E-07,1.21E-07,1.07E-07,1.15E-07,2.04E-07,1.21E-07,1.07E-07,1.15E-07,2.04E-07,1.21E-07,1.07E-07,1.15E-07,2.04E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.996816971
260,"Australia, MermaidCove",145.454,-14.64595,12/10/2015 12:33,11/1/2019 23:45,Tropical,1.8,22.29494584,81893,63635,1.12E-07,9.81E-08,1.00E-07,1.84E-07,1.93E-07,1.79E-07,1.82E-07,2.98E-07,2.44E-07,2.29E-07,2.27E-07,3.59E-07,2.44E-07,2.29E-07,2.27E-07,3.59E-07,2.44E-07,2.29E-07,2.27E-07,3.59E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.89716895
261,"Australia, NorthOfParadise",145.475,-14.66163,12/10/2015 12:38,11/1/2019 23:45,Tropical,2.6,2.785879022,81949,79666,6.70E-08,5.00E-08,4.72E-08,1.37E-07,1.35E-07,1.11E-07,1.07E-07,2.50E-07,1.79E-07,1.52E-07,1.52E-07,3.23E-07,1.79E-07,1.52E-07,1.52E-07,3.23E-07,1.79E-07,1.52E-07,1.52E-07,3.23E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.897159437
262,"Australia, Osprey",145.4429,-14.66804,12/10/2015 12:09,11/7/2017 16:36,Tropical,2.3,3.199808967,33502,32430,8.03E-08,7.04E-08,7.25E-08,1.39E-07,1.43E-07,1.34E-07,1.32E-07,2.26E-07,1.76E-07,1.66E-07,1.58E-07,2.69E-07,1.76E-07,1.66E-07,1.58E-07,2.69E-07,1.76E-07,1.66E-07,1.58E-07,2.69E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.912836758
263,"Australia, Resort",145.4475,-14.66408,12/10/2015 12:58,1/9/2019 15:45,Tropical,2.6,28.4909931,53459,38228,6.55E-08,5.70E-08,5.67E-08,1.09E-07,1.24E-07,1.09E-07,9.92E-08,2.10E-07,1.59E-07,1.40E-07,1.28E-07,2.74E-07,1.59E-07,1.40E-07,1.28E-07,2.74E-07,1.59E-07,1.40E-07,1.28E-07,2.74E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.085249239
264,"Australia, Southeast",145.4634,-14.69596,12/10/2015 12:33,2/8/2019 11:00,Tropical,2.8,3.994248282,56331,54081,8.07E-08,5.69E-08,5.62E-08,1.75E-07,1.50E-07,1.24E-07,1.25E-07,2.72E-07,1.91E-07,1.65E-07,1.70E-07,3.40E-07,1.91E-07,1.65E-07,1.70E-07,3.40E-07,1.91E-07,1.65E-07,1.70E-07,3.40E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.166946347
265,"Australia, Southisland",145.4601,-14.704,12/8/2016 12:14,11/21/2018 23:40,Tropical,1.4,3.381219341,34248,33090,3.86E-08,2.61E-08,2.29E-08,9.84E-08,8.66E-08,6.84E-08,6.81E-08,1.72E-07,1.17E-07,9.80E-08,9.51E-08,2.00E-07,1.17E-07,9.80E-08,9.51E-08,2.00E-07,1.17E-07,9.80E-08,9.51E-08,2.00E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.954729833
266,"Australia, Trimodal",145.4475,-14.69923,12/8/2016 12:34,3/1/2019 8:45,Tropical,2.4,2.824416271,40858,39704,8.45E-08,7.36E-08,7.94E-08,1.42E-07,1.50E-07,1.39E-07,1.40E-07,2.23E-07,1.86E-07,1.74E-07,1.91E-07,2.61E-07,1.86E-07,1.74E-07,1.91E-07,2.61E-07,1.86E-07,1.74E-07,1.91E-07,2.61E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,2.226961568
267,"Australia, TurtleBeach",145.4514,-14.65268,12/8/2016 12:39,11/1/2019 23:45,Tropical,1.7,1.790868742,64438,63284,8.95E-08,7.83E-08,7.58E-08,1.50E-07,1.69E-07,1.53E-07,1.43E-07,2.71E-07,2.22E-07,2.07E-07,1.97E-07,3.67E-07,2.22E-07,2.07E-07,1.97E-07,3.67E-07,2.22E-07,2.07E-07,1.97E-07,3.67E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,2.89989726
268,"Australia, Vickis",145.44,-14.68441,12/10/2015 12:42,11/1/2019 23:45,Tropical,2.7,2.72494201,81910,79678,5.96E-08,5.29E-08,5.36E-08,1.01E-07,1.07E-07,9.86E-08,9.45E-08,1.72E-07,1.35E-07,1.26E-07,1.22E-07,2.18E-07,1.35E-07,1.26E-07,1.22E-07,2.18E-07,1.35E-07,1.26E-07,1.22E-07,2.18E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,3.897151826
269,"Australia, WashingMachine",145.4598,-14.64867,12/8/2016 12:11,11/21/2018 23:38,Tropical,2.3,3.398738612,34248,33084,8.50E-08,7.70E-08,7.64E-08,1.35E-07,1.45E-07,1.35E-07,1.45E-07,2.11E-07,1.78E-07,1.68E-07,1.74E-07,2.71E-07,1.78E-07,1.68E-07,1.74E-07,2.71E-07,1.78E-07,1.68E-07,1.74E-07,2.71E-07,Maria Azeredo de Dornelas,Same as PI,Maria Azeredo de Dornelas,spatial_block_35,1.954731735
270,The Bahamas,-76.397,24.849,9/24/2019 10:04,1/22/2019 21:22,Subtropical,10,17.81477627,4805,3949,1.80E-08,1.59E-08,1.11E-08,3.40E-08,4.41E-08,3.88E-08,3.94E-08,8.18E-08,6.26E-08,5.64E-08,5.32E-08,1.21E-07,6.26E-08,5.64E-08,5.32E-08,1.21E-07,6.26E-08,5.64E-08,5.32E-08,1.21E-07,Eric Schneider,Same as PI,Eric Schneider,spatial_block_34,-0.669942922
271,The Bahamas,-76.309,24.751,9/25/2019 10:05,4/9/2021 10:01,Subtropical,10,28.32369942,4498,3224,1.26E-08,1.26E-08,9.37E-09,2.37E-08,4.05E-08,3.47E-08,3.48E-08,6.54E-08,5.79E-08,5.11E-08,4.54E-08,1.06E-07,5.79E-08,5.11E-08,4.54E-08,1.06E-07,5.79E-08,5.11E-08,4.54E-08,1.06E-07,Eric Schneider,Same as PI,Eric Schneider,spatial_block_34,1.539718417
272,Australia,147.6688,-18.8065,1/30/2016 0:00,3/27/2016 0:00,Tropical,2,7.549859285,82081,75884,4.71E-08,4.43E-08,4.22E-08,7.55E-08,9.74E-08,8.95E-08,8.02E-08,1.43E-07,1.11E-07,9.80E-08,1.20E-07,1.62E-07,1.11E-07,9.80E-08,1.20E-07,1.62E-07,1.11E-07,9.80E-08,1.20E-07,1.62E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,0.156164384
273,Australia,147.6315,-18.8301,10/2/2014 0:00,11/24/2015 23:56,Tropical,3.2,2.999817691,60337,58527,2.74E-08,2.37E-08,2.30E-08,4.91E-08,6.37E-08,5.85E-08,5.70E-08,1.05E-07,8.25E-08,7.77E-08,8.03E-08,1.23E-07,8.25E-08,7.77E-08,8.03E-08,1.23E-07,8.25E-08,7.77E-08,8.03E-08,1.23E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,1.147937595
274,Australia,147.6686,-18.806,1/30/2016 0:00,3/27/2016 0:00,Tropical,8,17.21957578,82081,67947,4.11E-08,3.68E-08,3.32E-08,7.64E-08,7.88E-08,7.35E-08,8.75E-08,1.02E-07,8.29E-08,7.43E-08,9.60E-08,1.14E-07,8.29E-08,7.43E-08,9.60E-08,1.14E-07,8.29E-08,7.43E-08,9.60E-08,1.14E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,0.156164384
275,Australia,148.8122,-20.2557,1/30/2007 0:30,7/8/2014 23:50,Subtropical,4,1.586107681,304456,299627,3.57E-08,3.31E-08,3.38E-08,5.41E-08,7.28E-08,6.85E-08,6.78E-08,1.07E-07,1.00E-07,9.44E-08,9.20E-08,1.45E-07,1.00E-07,9.44E-08,9.20E-08,1.45E-07,1.00E-07,9.44E-08,9.20E-08,1.45E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,7.443759513
277,Australia,147.4519,-18.3999,9/23/2016 0:00,6/10/2019 13:50,Tropical,9,5.55018087,142644,134727,3.16E-08,2.73E-08,2.54E-08,5.34E-08,6.67E-08,5.87E-08,5.34E-08,1.19E-07,8.68E-08,7.83E-08,7.83E-08,1.46E-07,8.68E-08,7.83E-08,7.83E-08,1.46E-07,8.68E-08,7.83E-08,7.83E-08,1.46E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,2.713907915
278,Australia,150.8694,-9.7363,4/28/2011 0:06,10/5/2016 23:52,Tropical,3.8,32.6699782,286272,192747,6.24E-08,5.65E-08,5.88E-08,9.69E-08,1.16E-07,1.09E-07,1.09E-07,1.66E-07,1.42E-07,1.36E-07,1.43E-07,1.92E-07,1.42E-07,1.36E-07,1.43E-07,1.92E-07,1.42E-07,1.36E-07,1.43E-07,1.92E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_59,5.446548706
279,Australia,150.8689,-9.7365,4/24/2012 14:02,3/28/2014 13:55,Tropical,3.1,1.789930161,101233,99421,5.60E-08,5.04E-08,5.14E-08,9.40E-08,1.01E-07,9.49E-08,9.90E-08,1.47E-07,1.23E-07,1.15E-07,1.24E-07,1.81E-07,1.23E-07,1.15E-07,1.24E-07,1.81E-07,1.23E-07,1.15E-07,1.24E-07,1.81E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_59,1.926014079
280,Australia,150.8691,-9.7366,3/29/2014 14:08,11/6/2014 13:58,Tropical,2,2.580705706,31968,31143,6.21E-08,5.77E-08,5.73E-08,9.65E-08,1.11E-07,1.07E-07,1.10E-07,1.42E-07,1.34E-07,1.30E-07,1.38E-07,1.65E-07,1.34E-07,1.30E-07,1.38E-07,1.65E-07,1.34E-07,1.30E-07,1.38E-07,1.65E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_59,0.608200152
283,Australia,146.1461,-17.9263,9/20/2008 0:30,6/3/2010 23:52,Tropical,3,2.075557431,61622,60343,4.68E-08,4.11E-08,4.06E-08,7.69E-08,1.01E-07,9.43E-08,9.29E-08,1.57E-07,1.38E-07,1.30E-07,1.29E-07,2.03E-07,1.38E-07,1.30E-07,1.29E-07,2.03E-07,1.38E-07,1.30E-07,1.29E-07,2.03E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,1.704037291
285,Australia,152.5662,-21.4727,9/4/2014 14:10,1/8/2016 0:00,Subtropical,2,8.899745115,70620,64335,8.29E-08,7.48E-08,8.08E-08,1.33E-07,1.46E-07,1.40E-07,1.43E-07,2.04E-07,1.74E-07,1.68E-07,1.71E-07,2.37E-07,1.74E-07,1.68E-07,1.71E-07,2.37E-07,1.74E-07,1.68E-07,1.71E-07,2.37E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,1.34358828
286,Australia,115.4616,-20.9019,11/28/2010 16:01,2/5/2012 15:52,Subtropical,4.9,7.699569579,62497,57685,4.61E-08,4.06E-08,4.21E-08,7.71E-08,1.02E-07,9.40E-08,9.54E-08,1.51E-07,1.34E-07,1.22E-07,1.38E-07,1.80E-07,1.34E-07,1.22E-07,1.38E-07,1.80E-07,1.34E-07,1.22E-07,1.38E-07,1.80E-07,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_37,1.189023973
