"","X","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","climate_classification","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","contributor","database","study","spatial_blocks","duration_in_years"
"205",205,231,"Australia",147.7238,-18.6558,"1999-04-24 14:00:00","2000-05-02 13:30:00","Tropical",6,1.23745819397993,17940,17718,1.81564306082192e-08,1.59354906122146e-08,1.5394315e-08,3.02622582e-08,4.34590450188679e-08,3.95746684067794e-08,3.6803398e-08,7.0467971e-08,5.99104245384615e-08,5.47191675574363e-08,5.68102165e-08,9.7720752e-08,8.89097939166667e-08,8.54733110191671e-08,8.2428405e-08,1.182800329e-07,4.02360031e-07,4.02360031e-07,4.02360031e-07,4.02360031e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_51",1.024600456621
"206",206,232,"Australia",105.668,-10.4295,"2009-11-24 17:27:00","2017-06-19 23:59:00","Tropical",2.5,73.3700472071411,398033,105996,4.89200479564033e-08,4.48147130085285e-08,4.7742567e-08,7.14369765e-08,9.97359205319149e-08,9.47360970232416e-08,8.9186419e-08,1.455010742e-07,1.26248553478261e-07,1.20939512348607e-07,1.16191761e-07,1.793232654e-07,1.64451837e-07,1.5767823501963e-07,1.74891007e-07,2.29707427e-07,3.7349558e-07,3.7349558e-07,3.7349558e-07,3.7349558e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_53",7.57334855403349
"207",207,233,"Australia",105.6672,-10.4287,"2009-11-24 17:07:00","2017-06-19 23:58:00","Tropical",12,55.1201081249466,398058,178648,3.27523718936877e-08,2.72757303251686e-08,2.51333205e-08,6.15656237e-08,8.90856482340426e-08,7.75392462691977e-08,7.3306129e-08,1.610913874e-07,1.17688956217391e-07,1.05069745498397e-07,1.25400761e-07,1.82840782e-07,1.50426660818182e-07,1.40138022016219e-07,1.43980314e-07,2.29464243e-07,3.36699485e-07,3.36699485e-07,3.36699485e-07,3.36699485e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_53",7.57338470319635
"208",208,234,"Australia",119.384,-17.3552,"2018-10-13 16:00:00","2019-10-19 15:59:00","Tropical",2.9,17.0700434261755,534240,443045,6.51175514917355e-08,5.40706457044652e-08,5.5033034e-08,1.224236067e-07,1.11886583521739e-07,1.00673130245104e-07,9.5654206e-08,1.78342681e-07,1.45967388708333e-07,1.31231405685485e-07,1.17915308e-07,2.319896247e-07,1.85063327909091e-07,1.69014397824699e-07,1.46320459e-07,2.79636961e-07,4.89434304e-07,4.89434304e-07,4.89434304e-07,4.89434304e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_55",1.01643645357686
"209",209,235,"Australia",119.3834,-17.3562,"2018-10-13 16:00:00","2019-10-19 15:59:00","Tropical",5.5,14.9700509134471,534240,454264,6.3045654265873e-08,5.33336526279839e-08,5.255134e-08,1.108521249e-07,1.16572044098039e-07,1.07542053746447e-07,1.01473866e-07,1.94403067e-07,1.52378335807692e-07,1.41923368372715e-07,1.36939129e-07,2.273584335e-07,1.96331689666667e-07,1.82189973066274e-07,1.65889162e-07,3.211400593e-07,4.9370763e-07,4.9370763e-07,4.9370763e-07,4.9370763e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_55",1.01643645357686
"210",210,236,"Australia",119.3704,-17.2838,"2009-06-25 16:27:00","2020-08-11 23:57:00","Tropical",6,38.1200803542145,585408,362250,6.51697085486443e-08,5.80866470725769e-08,5.96292395e-08,1.06655544e-07,1.34455719391304e-07,1.29909144154897e-07,1.26175374e-07,1.838046682e-07,1.67787049823529e-07,1.62167328589146e-07,1.496167425e-07,2.48176481e-07,2.182867746875e-07,2.1342734802617e-07,2.35183446e-07,2.675254245e-07,5.58563456e-07,5.58563456e-07,5.58563456e-07,5.58563456e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_55",11.1378424657534
"211",211,237,"Australia",119.3604,-17.253,"2015-10-12 16:10:00","2020-08-12 00:00:00","Tropical",7,20.9698357250755,254208,200901,9.72766042045944e-08,7.35419891812683e-08,7.9424471e-08,1.926586116e-07,1.62988652766234e-07,1.39858660545697e-07,1.51308423e-07,2.780805389e-07,2.02980866012987e-07,1.80820675771636e-07,2.05100848e-07,3.124558208e-07,2.48084251861111e-07,2.31203827803601e-07,2.569139995e-07,3.52574102e-07,5.21136272666667e-07,5.20957388764654e-07,5.16055994e-07,5.3511909e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_55",4.83651065449011
"212",212,238,"Australia",146.8813,-19.1557,"2005-09-16 00:00:00","2005-12-21 00:00:00","Tropical",1,0.824473855500108,4609,4571,5.95160848191489e-08,5.35998563324172e-08,5.27496695e-08,9.828037e-08,1.29002293428571e-07,1.24751436971951e-07,1.19154166e-07,1.652576788e-07,1.68689761857143e-07,1.63076633401848e-07,1.67080237e-07,2.252778688e-07,2.67914569333333e-07,2.63869142233909e-07,2.65771406e-07,3.137743364e-07,NA,NA,NA,NA,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_51",0.263013698630137
"213",213,240,"Australia",159.0654,-31.5391,"2009-03-04 00:03:00","2013-04-08 12:51:00","Subtropical",4,12.71020491499,215504,188113,5.23377546900312e-08,4.62335099980126e-08,4.62598955e-08,8.7190575e-08,1.2002434819708e-07,1.0968554508254e-07,1.12739173e-07,1.845595428e-07,1.49344030072464e-07,1.37626201487724e-07,1.38827172e-07,2.204894528e-07,1.99506043363636e-07,1.85521127399508e-07,1.81169049e-07,3.063859022e-07,5.04281368333333e-07,5.02284748215246e-07,4.75767495e-07,5.502269062e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_12",4.10020547945205
"214",214,241,"Australia",113.7719,-23.2086,"2018-02-09 00:00:00","2020-02-26 00:00:00","Subtropical",3,17.8899125212654,107569,88325,8.27434412466063e-08,7.46305483545224e-08,7.9584982e-08,1.168052151e-07,1.52868805613861e-07,1.42054154156168e-07,1.3990236e-07,2.09120951e-07,1.9397218214e-07,1.78841014503001e-07,1.727520855e-07,2.661793384e-07,2.4791210275e-07,2.26330587779859e-07,2.081767885e-07,3.351037253e-07,7.364659155e-07,7.11898690015238e-07,7.364659155e-07,8.873720847e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_33",2.04657534246575
"215",215,242,"Australia",113.7532,-23.1305,"2012-12-02 16:30:00","2016-11-05 00:00:00","Subtropical",4.9,12.4302325581395,68800,60248,5.93831099363257e-08,5.39016942472747e-08,5.50943265e-08,9.60581745e-08,1.25956241921466e-07,1.19547599062026e-07,1.17775077e-07,1.86211512e-07,1.64490129659794e-07,1.57360000762007e-07,1.61612511e-07,2.332119926e-07,2.10100506152174e-07,2.02823770434802e-07,2.052811755e-07,2.827572765e-07,4.9887420525e-07,4.95347118151023e-07,4.895693805e-07,5.621498493e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_33",3.92688356164384
"216",216,244,"Australia",143.5112,-12.5847,"2017-11-23 00:00:00","2020-12-12 00:00:00","Tropical",7.6,2.88986740242026,160561,155921,4.77141752194891e-08,4.24490026827821e-08,4.2126751e-08,7.96729766e-08,8.96135702012579e-08,8.24749377723322e-08,7.9115661e-08,1.39135901e-07,1.1554195286076e-07,1.06937398967746e-07,1.06899382e-07,1.888747088e-07,1.55757621027027e-07,1.46066746417979e-07,1.51267655e-07,2.256157464e-07,5.26471993333333e-07,5.26410787113937e-07,5.28711755e-07,5.337185366e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_57",3.05479452054795
"217",217,245,"Australia",147.6339,-18.8312,"2010-03-03 14:18:00","2019-06-29 00:00:00","Tropical",4.4,70.0400819998164,490245,146877,4.22969153536822e-08,3.92213987770015e-08,4.0276578e-08,6.20587972e-08,8.18272626078431e-08,7.84333444444862e-08,7.76907e-08,1.15574327e-07,1.07274477692308e-07,1.01352978900093e-07,1.010875945e-07,1.4207256e-07,1.54001457833333e-07,1.45978786670135e-07,1.42167768e-07,2.428001886e-07,4.94515502e-07,4.94515502e-07,4.94515502e-07,4.94515502e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_51",9.32713470319635
"218",218,246,"Australia",147.634,-18.8313,"2009-12-17 14:18:00","2019-06-29 00:00:00","Tropical",8.4,33.9500100762,501181,331030,3.0829879691605e-08,2.89534094601486e-08,2.9817723e-08,4.4361172e-08,6.79064717163121e-08,6.4603920503121e-08,6.65554205e-08,9.58754044e-08,9.11775406312057e-08,8.71467793118571e-08,9.0134509e-08,1.26185314e-07,1.27680990287879e-07,1.22990490588631e-07,1.29342549e-07,1.712615745e-07,4.74696595e-07,4.7356284308619e-07,4.63026905e-07,5.151940344e-07,NA,"The Australian Institute of Marine Scien","The Australian Institute of Marine Scien","spatial_block_51",9.53535388127854
"219",219,249,"Australia, CooksPath",145.4523,-14.65832,"2015-12-10 12:50:00","2019-11-01 23:45:00","Tropical",1.6,13.6860752641874,81287,70162,1.51570955531414e-07,1.31370734273993e-07,1.28106998e-07,2.56313749e-07,2.91920943471264e-07,2.58107661066492e-07,2.42145762e-07,4.7665554e-07,3.77415616418605e-07,3.43570855403645e-07,3.68126008e-07,6.355838612e-07,4.5562687645e-07,4.1726417647238e-07,4.5193101e-07,7.437445989e-07,1.043962958e-06,1.043962958e-06,1.043962958e-06,1.043962958e-06,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.89713660578387
"220",220,250,"Australia, CornerBeach",145.4419,-14.67503,"2015-12-10 12:59:00","2019-02-11 15:00:00","Tropical",3.6,2.79173936821271,38399,37327,8.1989554910221e-08,7.53791680648473e-08,7.7436231e-08,1.254884498e-07,1.39812069195876e-07,1.31677934762787e-07,1.28126877e-07,2.17777081e-07,1.70514245479167e-07,1.60163973640163e-07,1.559167775e-07,2.605595646e-07,2.21704154772727e-07,2.12758667049624e-07,2.06999171e-07,3.044835157e-07,6.13306128e-07,6.12979471790628e-07,6.13306128e-07,6.293176e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.17557267884323
"221",221,251,"Australia, EasterPoint",145.4757,-14.67732,"2016-12-08 12:43:00","2019-11-01 23:45:00","Tropical",2.6,1.75871596659526,64422,63289,5.31235217328016e-08,4.27077971197341e-08,4.1503467e-08,1.044171884e-07,1.12399076065693e-07,9.67159960447141e-08,9.8422553e-08,1.932864676e-07,1.49834746779412e-07,1.33300670199951e-07,1.480467225e-07,2.430272807e-07,2.00817921387097e-07,1.8354845470576e-07,2.05377491e-07,2.93159824e-07,5.794155095e-07,5.7639194287023e-07,5.794155095e-07,6.267080347e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",2.8998896499239
"222",222,252,"Australia, GnarlyTree",145.4679,-14.6552,"2016-12-08 12:37:00","2019-02-21 02:00:00","Tropical",2.7,3.12977933143981,36616,35470,8.13875039056047e-08,7.09770347989638e-08,7.05457545e-08,1.373909847e-07,1.51887532835165e-07,1.3363859472196e-07,1.31215922e-07,2.47609136e-07,1.88770421044444e-07,1.69113833733167e-07,1.63642996e-07,2.726388132e-07,2.65198185142857e-07,2.38914192917376e-07,2.4565389e-07,3.82931101e-07,7.68529894e-07,7.68529894e-07,7.68529894e-07,7.68529894e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",2.20426750380518
"223",223,253,"Australia, Horseshoe",145.4439,-14.68752,"2015-12-10 12:56:00","2019-01-27 11:15:00","Tropical",2.9,51.67968962454,55159,26653,1.39047257835907e-07,1.18924688022941e-07,1.16393076e-07,2.404988098e-07,3.58316095826087e-07,3.39153191056966e-07,3.35729631e-07,5.131662886e-07,4.51874078727273e-07,4.36479548141002e-07,4.76043563e-07,5.74876417e-07,5.17747909e-07,5.12704061097525e-07,5.40086808e-07,5.663654508e-07,NA,NA,NA,NA,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.13405441400304
"224",224,254,"Australia, Lagoon1",145.4549,-14.68692,"2015-12-10 12:55:00","2019-11-01 23:45:00","Tropical",2.5,2.72849298352654,81950,79714,9.02800391628253e-08,7.29846529945601e-08,7.2591565e-08,1.76148555e-07,1.63733769547486e-07,1.4005902588761e-07,1.31200623e-07,3.058505054e-07,2.08794207325843e-07,1.84202394482526e-07,1.8068701e-07,3.69240429e-07,2.76535171261905e-07,2.51981647385942e-07,2.524398735e-07,4.39078755e-07,7.08941245333333e-07,7.08853386592911e-07,7.12584901e-07,7.188254802e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.89712709284627
"225",225,255,"Australia, Lagoon2",145.4469,-14.69769,"2016-12-08 12:03:00","2018-11-21 23:41:00","Tropical",2.7,3.13111545988258,34237,33165,1.0398671922029e-07,9.34633573871615e-08,9.76125845e-08,1.66321482e-07,1.81007717358696e-07,1.74066167547533e-07,1.78109944e-07,2.494472639e-07,2.22106516391304e-07,2.17838198686185e-07,2.142850105e-07,2.81562052e-07,2.80950263904762e-07,2.76618830626346e-07,2.91646171e-07,3.34644776e-07,6.37893539e-07,6.37548805584379e-07,6.37893539e-07,6.546685222e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",1.95475266362253
"226",226,256,"Australia, LizardHead",145.4722,-14.68655,"2016-12-08 12:10:00","2018-11-21 23:34:00","Tropical",2.8,3.35027456478561,34236,33089,5.14042848722787e-08,3.64387709467584e-08,3.2579341e-08,1.233985056e-07,1.03393988815217e-07,8.26998729480642e-08,7.7050035e-08,2.138591422e-07,1.347399305e-07,1.13496555637983e-07,1.064283625e-07,2.46676622e-07,1.84755959333333e-07,1.66124498296661e-07,1.77705685e-07,2.99583253e-07,6.3706577e-07,6.35159523962421e-07,6.3706577e-07,6.76462618e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",1.95472602739726
"227",227,257,"Australia, NoMansLand",145.4783,-14.67114,"2017-12-01 12:56:00","2019-11-01 23:45:00","Tropical",2.7,0,47247,47247,4.83463985321375e-08,3.48794640004872e-08,3.0318156e-08,1.05392964e-07,1.0938261859375e-07,8.62721174038548e-08,8.47850485e-08,2.290980325e-07,1.46025386e-07,1.19635565780244e-07,1.25551137e-07,2.804461506e-07,2.17169379047619e-07,1.93969788608736e-07,2.08013958e-07,3.32473258e-07,6.45899061e-07,6.45899061e-07,6.45899061e-07,6.45899061e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",1.91904299847793
"228",228,258,"Australia, NorthReef1",145.4549,-14.64538,"2016-12-08 12:39:00","2019-11-01 23:45:00","Tropical",2,1.78513217739557,64421,63271,4.17974395339321e-08,3.45460167608152e-08,3.18828575e-08,8.13000231e-08,8.57143923941606e-08,7.37202533687693e-08,6.7584609e-08,1.655953176e-07,1.16845019808824e-07,1.01689655898881e-07,1.047959055e-07,2.178022703e-07,1.74351979516129e-07,1.549879816676e-07,1.55511786e-07,3.01373342e-07,6.286866425e-07,6.27925816002592e-07,6.286866425e-07,6.534228709e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",2.89989726027397
"229",229,259,"Australia, NorthReef2",145.4548,-14.64524,"2015-12-10 12:19:00","2017-12-08 08:26:00","Tropical",2.1,1.28414186710151,83402,82331,4.77270482414487e-08,3.68688414157768e-08,3.44491165e-08,9.8422553e-08,9.21062453235294e-08,7.74024014216711e-08,7.24655975e-08,1.773213725e-07,1.21796926597015e-07,1.06376006361102e-07,1.12635555e-07,2.058700928e-07,1.7234349983871e-07,1.56983581492058e-07,1.53237289e-07,2.77533053e-07,5.443863835e-07,5.44385792838566e-07,5.443863835e-07,5.450279295e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",1.99681697108067
"230",230,260,"Australia, MermaidCove",145.454,-14.64595,"2015-12-10 12:33:00","2019-11-01 23:45:00","Tropical",1.8,22.2949458439671,81893,63635,1.11945295561386e-07,9.80277068499315e-08,9.96082435e-08,1.840555767e-07,2.04952948053191e-07,1.88350820927361e-07,1.892963125e-07,3.110830791e-07,2.52770597608696e-07,2.36816351020068e-07,2.34153205e-07,3.66997881e-07,3.21750927e-07,3.06365986747491e-07,3.13858624e-07,4.53268042e-07,7.25712336e-07,7.25712336e-07,7.25712336e-07,7.25712336e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.89716894977169
"231",231,261,"Australia, NorthOfParadise",145.475,-14.66163,"2015-12-10 12:38:00","2019-11-01 23:45:00","Tropical",2.6,2.78587902231876,81949,79666,6.70295193742559e-08,4.99467404810411e-08,4.7058199e-08,1.365535617e-07,1.32772279156425e-07,1.08147290408209e-07,1.02377599e-07,2.55914526e-07,1.75110778168539e-07,1.46781378824368e-07,1.43024981e-07,3.222865306e-07,2.43331771261905e-07,2.12176272305359e-07,2.19968374e-07,4.260475463e-07,6.42819801333333e-07,6.36924418788182e-07,6.2810961e-07,7.310341964e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.89715943683409
"232",232,262,"Australia, Osprey",145.4429,-14.66804,"2015-12-10 12:09:00","2017-11-07 16:36:00","Tropical",2.3,3.19980896662886,33502,32430,8.02634194985163e-08,7.03529161744297e-08,7.25301475e-08,1.385637725e-07,1.45255769755556e-07,1.34663499287436e-07,1.314126555e-07,2.296916969e-07,1.77706015555556e-07,1.67003096794639e-07,1.58245434e-07,2.893217924e-07,2.27683635761905e-07,2.13912296556785e-07,2.10391162e-07,3.69932009e-07,6.446760525e-07,6.43646205483689e-07,6.446760525e-07,6.738159889e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",1.91283675799087
"233",233,263,"Australia, Resort",145.4475,-14.66408,"2015-12-10 12:58:00","2019-01-09 15:45:00","Tropical",2.6,28.490993097514,53459,38228,6.57602817477477e-08,5.71884241783718e-08,5.628637e-08,1.097245604e-07,2.5220260225e-07,2.31485124805131e-07,2.300141615e-07,3.638610209e-07,3.26435871666667e-07,3.06662985072069e-07,2.8238026e-07,4.776438605e-07,4.25426413e-07,3.96322448249039e-07,4.25426413e-07,5.491451906e-07,7.70700578e-07,7.70700577999999e-07,7.70700578e-07,7.70700578e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.08524923896499
"234",234,264,"Australia, Southeast",145.4634,-14.69596,"2015-12-10 12:33:00","2019-02-08 11:00:00","Tropical",2.8,3.99424828247324,56331,54081,8.06929805701021e-08,5.68889291648829e-08,5.6207293e-08,1.747252074e-07,1.49959289092199e-07,1.21622514100616e-07,1.17781996e-07,2.99970433e-07,1.92775248014286e-07,1.62750869999712e-07,1.613154865e-07,3.516049481e-07,2.52799485969697e-07,2.21937376812001e-07,2.41987591e-07,4.407055832e-07,7.33843258333333e-07,7.31256135595192e-07,7.67178488e-07,7.816926488e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",3.16694634703196
"235",235,265,"Australia, Southisland",145.4601,-14.704,"2016-12-08 12:14:00","2018-11-21 23:40:00","Tropical",1.4,3.3812193412754,34248,33090,3.88083762148041e-08,2.61345091296179e-08,2.2853498e-08,1.002248538e-07,8.33147114347826e-08,6.53894820764304e-08,6.15273885e-08,1.729746904e-07,1.12673409347826e-07,9.33444734106999e-08,8.94996335e-08,2.018831085e-07,1.56593683285714e-07,1.3961749849906e-07,1.54030736e-07,2.42011275e-07,5.606900635e-07,5.60054332092238e-07,5.606900635e-07,5.820441063e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",1.9547298325723
"236",236,266,"Australia, Trimodal",145.4475,-14.69923,"2016-12-08 12:34:00","2019-03-01 08:45:00","Tropical",2.4,2.82441627098732,40858,39704,8.47694565693527e-08,7.37470643397995e-08,7.9389603e-08,1.4261646e-07,1.47398175578431e-07,1.36530687774016e-07,1.302206535e-07,2.320490402e-07,1.83979895411765e-07,1.71592733660978e-07,1.86617543e-07,2.84536083e-07,2.32883364304348e-07,2.18294359205752e-07,2.30188877e-07,3.187917522e-07,6.28757769e-07,6.28020352290927e-07,6.28757769e-07,6.531120762e-07,"Maria Azeredo de Dornelas","Same as PI","Maria Azeredo de Dornelas","spatial_block_35",2.22696156773212
